State,County,Violent,Murder,"Forcible rape",Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
TEXAS,Taylor,30,0,5,2,23,149,65,72,12,1
TEXAS,Tom Green,26,1,19,1,5,279,103,172,4,2
TEXAS,Travis,448,1,15,36,396,3182,966,2073,143,24
TEXAS,Upshur,65,0,5,1,59,682,274,365,43,3
TEXAS,Waller,30,2,5,2,21,255,98,148,9,0
TEXAS,Webb,87,0,5,4,78,268,99,141,28,0
TEXAS,Wichita,37,0,2,3,32,146,57,82,7,2
TEXAS,Williamson,114,2,23,9,80,1147,292,819,36,9
TEXAS,Wilson,28,3,4,1,20,284,105,151,28,0
TEXAS,Wise,64,1,3,6,54,542,193,304,45,1
TEXAS,Anderson,52,1,3,2,46,444,199,204,41,3
TEXAS,Andrews,3,1,2,0,0,93,28,59,6,0
TEXAS,Angelina,73,2,5,6,60,658,262,363,33,1
TEXAS,Bailey,2,0,0,0,2,61,34,26,1,0
TEXAS,Baylor,0,0,0,0,0,4,1,3,0,0
TEXAS,Bee,30,1,3,1,25,120,39,68,13,0
TEXAS,Blanco,16,0,1,0,15,75,37,34,4,0
TEXAS,Borden,1,0,0,0,1,6,3,2,1,0
TEXAS,Bosque,12,0,3,0,9,128,48,75,5,1
TEXAS,Brewster,3,0,0,0,3,17,11,6,0,0
TEXAS,Briscoe,0,0,0,0,0,3,0,2,1,0
TEXAS,Brown,19,2,0,0,17,161,59,97,5,2
TEXAS,Burnet,20,0,6,0,14,290,105,167,18,0
TEXAS,Camp,10,0,2,1,7,152,60,88,4,3
TEXAS,Cass,29,2,4,1,22,392,204,161,27,0
TEXAS,Castro,2,0,0,0,2,66,24,37,5,0
TEXAS,Cherokee,76,1,10,3,62,639,209,357,73,4
TEXAS,Childress,0,0,0,0,0,15,3,9,3,0
TEXAS,Cochran,6,0,3,0,3,122,49,63,10,0
TEXAS,Coke,0,0,0,0,0,23,7,16,0,0
TEXAS,Coleman,0,0,0,0,0,68,36,29,3,0
TEXAS,Collingsworth,0,0,0,0,0,0,0,0,0,0
TEXAS,Comanche,7,0,0,0,7,96,33,56,7,0
TEXAS,Concho,6,0,0,0,6,5,4,1,0,0
TEXAS,Cottle,0,0,0,0,0,1,0,1,0,0
TEXAS,Crane,1,0,0,0,1,29,6,22,1,0
TEXAS,Culberson,1,0,0,1,0,7,4,3,0,0
TEXAS,Dallam,0,0,0,0,0,22,4,16,2,0
TEXAS,Dawson,1,0,0,1,0,50,14,31,5,0
TEXAS,Deaf Smith,1,0,0,0,1,93,36,48,9,1
TEXAS,Delta,8,0,0,1,7,128,66,52,10,2
TEXAS,DeWitt,15,0,1,1,13,101,34,58,9,0
TEXAS,Dickens,0,0,0,0,0,5,3,2,0,0
TEXAS,Dimmit,51,0,4,2,45,438,167,249,22,4
TEXAS,Donley,10,0,0,0,10,34,12,18,4,0
TEXAS,Duval,41,0,0,1,40,205,60,90,55,2
TEXAS,Edwards,1,0,0,0,1,26,6,18,2,0
TEXAS,Erath,12,0,2,0,10,88,37,43,8,0
TEXAS,Fannin,37,3,12,1,21,183,70,97,16,0
TEXAS,Fayette,5,1,1,1,2,161,58,93,10,1
TEXAS,Fisher,6,0,0,0,6,66,34,30,2,0
TEXAS,Floyd,3,1,0,0,2,28,10,15,3,1
TEXAS,Foard,2,0,0,0,2,1,1,0,0,0
TEXAS,Franklin,8,0,2,1,5,95,41,44,10,0
TEXAS,Freestone,18,1,0,0,17,150,81,56,13,2
TEXAS,Frio,6,0,1,0,5,60,22,34,4,0
TEXAS,Gaines,8,2,0,1,5,89,30,53,6,0
TEXAS,Garza,0,0,0,0,0,56,19,35,2,0
TEXAS,Gillespie,13,0,5,2,6,119,41,78,0,0
TEXAS,Glasscock,1,0,0,0,1,13,3,9,1,0
TEXAS,Gonzales,19,0,4,1,14,177,72,92,13,0
TEXAS,Gray,1,0,1,0,0,119,43,68,8,0
TEXAS,Grimes,31,1,3,2,25,327,127,173,27,0
TEXAS,Hale,7,0,0,0,7,111,44,62,5,0
TEXAS,Hall,0,0,0,0,0,1,1,0,0,0
TEXAS,Hamilton,15,0,2,2,11,123,59,59,5,1
TEXAS,Hansford,0,0,0,0,0,18,2,9,7,0
TEXAS,Hardeman,0,0,0,0,0,96,47,48,1,0
TEXAS,Harrison,70,1,0,3,66,556,251,289,16,1
TEXAS,Hartley,2,0,0,0,2,16,8,6,2,1
TEXAS,Haskell,3,0,0,0,3,19,9,8,2,0
TEXAS,Hemphill,18,0,0,0,18,66,16,44,6,0
TEXAS,Henderson,204,2,31,7,164,1157,419,609,129,7
TEXAS,Hill,54,1,5,2,46,420,170,237,13,3
TEXAS,Hockley,13,0,5,0,8,67,35,29,3,1
TEXAS,Hopkins,23,0,4,0,19,121,47,69,5,1
TEXAS,Houston,11,1,0,0,10,186,73,94,19,2
TEXAS,Howard,33,1,5,1,26,166,32,123,11,1
TEXAS,Hutchinson,10,0,2,1,7,121,32,82,7,0
TEXAS,Jack3       ,4,0,0,0,4,,22,43,,0
TEXAS,Jackson,8,0,0,0,8,59,22,34,3,0
TEXAS,Jasper,70,2,22,3,43,365,147,204,14,0
TEXAS,Jeff Davis,2,0,0,1,1,8,4,4,0,0
TEXAS,Jim Hogg,2,1,0,0,1,6,2,4,0,0
TEXAS,Jim Wells,108,3,9,0,96,368,158,175,35,0
TEXAS,Karnes,1,0,0,0,1,214,71,128,15,1
TEXAS,Kenedy,6,0,3,1,2,13,5,4,4,0
TEXAS,Kent,3,0,0,0,3,13,5,7,1,0
TEXAS,Kerr,31,1,8,4,18,362,125,221,16,5
TEXAS,Kimble,5,0,0,1,4,20,14,5,1,0
TEXAS,King,0,0,0,0,0,0,0,0,0,0
TEXAS,Kinney,0,0,0,0,0,3,2,1,0,0
TEXAS,Kleberg,9,1,0,0,8,198,18,178,2,0
TEXAS,Knox,2,0,0,0,2,15,4,11,0,0
TEXAS,Lamar,20,1,2,1,16,351,126,216,9,0
TEXAS,Lamb,7,0,1,2,4,113,28,76,9,2
TEXAS,La Salle,13,0,0,1,12,43,13,29,1,3
TEXAS,Lee,13,0,2,0,11,117,41,71,5,0
TEXAS,Leon,15,1,4,1,9,228,94,112,22,0
TEXAS,Limestone,31,0,5,0,26,321,141,156,24,3
TEXAS,Lipscomb,0,0,0,0,0,12,3,9,0,0
TEXAS,Live Oak,17,0,4,1,12,162,62,88,12,0
TEXAS,Llano,7,0,1,0,6,261,99,156,6,11
TEXAS,Loving,0,0,0,0,0,2,0,2,0,0
TEXAS,Madison,5,0,1,1,3,71,25,32,14,0
TEXAS,Marion,59,1,7,3,48,219,96,111,12,4
TEXAS,Mason,1,0,0,0,1,31,7,24,0,0
TEXAS,Matagorda,58,0,2,4,52,246,96,143,7,1
TEXAS,Maverick,114,3,4,1,106,623,274,328,21,1
TEXAS,McCulloch,1,0,0,0,1,34,11,23,0,0
TEXAS,McMullen,3,0,0,0,3,43,9,27,7,0
TEXAS,Menard,4,0,0,0,4,2,2,0,0,1
TEXAS,Milam,23,1,0,0,22,177,58,104,15,1
TEXAS,Mills,1,0,0,0,1,43,14,28,1,1
TEXAS,Mitchell,0,0,0,0,0,28,11,14,3,1
TEXAS,Montague,11,0,0,1,10,180,50,124,6,0
TEXAS,Moore,7,1,0,0,6,79,20,50,9,0
TEXAS,Morris,27,0,0,1,26,98,42,54,2,0
TEXAS,Motley,0,0,0,0,0,26,10,15,1,0
TEXAS,Nacogdoches,73,0,7,3,63,450,133,289,28,3
TEXAS,Navarro,19,0,4,3,12,582,228,339,15,0
TEXAS,Nolan,10,0,0,1,9,53,21,31,1,0
TEXAS,Ochiltree,7,0,0,0,7,53,11,38,4,3
TEXAS,Palo Pinto,15,1,0,0,14,158,68,80,10,1
TEXAS,Panola,38,0,3,4,31,370,147,187,36,2
TEXAS,Parmer,0,0,0,0,0,51,18,31,2,0
TEXAS,Pecos,1,0,0,0,1,53,14,39,0,0
TEXAS,Polk3                ,66,0,20,7,39,,,406,49,7
TEXAS,Presidio,0,0,0,0,0,6,3,3,0,0
TEXAS,Rains,21,0,7,0,14,185,53,122,10,0
TEXAS,Reagan,1,0,0,0,1,19,9,9,1,0
TEXAS,Real,3,2,0,0,1,17,3,12,2,0
TEXAS,Red River,9,0,1,0,8,136,64,62,10,0
TEXAS,Reeves,4,0,0,0,4,108,18,89,1,0
TEXAS,Refugio,6,0,0,0,6,38,7,30,1,1
TEXAS,Roberts,5,0,1,0,4,17,1,13,3,0
TEXAS,Runnels,0,0,0,0,0,22,1,20,1,0
TEXAS,Sabine,15,0,2,5,8,82,33,48,1,2
TEXAS,San Augustine,23,0,1,2,20,115,35,68,12,1
TEXAS,San Jacinto,66,0,1,8,57,718,274,355,89,3
TEXAS,San Saba,7,1,0,0,6,6,0,3,3,0
TEXAS,Schleicher,1,0,0,0,1,15,9,6,0,0
TEXAS,Scurry,12,0,2,0,10,75,18,47,10,0
TEXAS,Shackelford,1,1,0,0,0,31,8,19,4,1
TEXAS,Shelby,29,5,5,3,16,303,115,165,23,1
TEXAS,Sherman,0,0,0,0,0,1,0,1,0,0
TEXAS,Starr,101,2,5,4,90,341,157,155,29,1
TEXAS,Stephens,4,0,0,0,4,30,13,16,1,0
TEXAS,Sterling,1,0,0,0,1,2,1,0,1,0
TEXAS,Stonewall,6,0,0,0,6,5,2,2,1,0
TEXAS,Sutton,0,0,0,0,0,2,2,0,0,0
TEXAS,Swisher,13,0,1,0,12,51,24,24,3,0
TEXAS,Terrell,2,0,0,0,2,3,3,0,0,0
TEXAS,Terry,2,0,0,0,2,50,15,33,2,0
TEXAS,Throckmorton,1,0,0,0,1,5,1,4,0,0
TEXAS,Titus,34,0,0,1,33,265,123,129,13,3
TEXAS,Trinity,13,1,1,0,11,129,51,70,8,1
TEXAS,Tyler,65,1,9,1,54,255,123,113,19,3
TEXAS,Upton,1,0,0,0,1,17,6,10,1,0
TEXAS,Uvalde,31,2,0,0,29,106,45,56,5,0
TEXAS,Val Verde,6,0,0,0,6,118,50,63,5,0
TEXAS,Van Zandt,75,4,0,5,66,706,267,352,87,1
TEXAS,Walker,68,0,17,2,49,389,171,197,21,2
TEXAS,Ward,37,2,4,1,30,113,30,80,3,0
TEXAS,Washington,27,0,1,2,24,197,78,107,12,0
TEXAS,Wharton,61,0,0,7,54,323,138,170,15,2
TEXAS,Wheeler3       ,10,0,1,0,9,,10,,1,1
TEXAS,Wilbarger,2,0,0,0,2,39,17,21,1,0
TEXAS,Willacy,47,0,9,1,37,262,97,156,9,0
TEXAS,Winkler,3,0,0,0,3,24,5,17,2,0
TEXAS,Wood,28,1,2,2,23,565,202,334,29,4
TEXAS,Yoakum,6,1,3,2,0,61,18,37,6,0
TEXAS,Young,4,0,0,0,4,77,29,46,2,4
TEXAS,Zapata,30,0,1,1,28,167,73,80,14,1
TEXAS,Zavala,20,0,0,1,19,69,32,33,4,0
UTAH,Box Elder,7,0,1,0,6,192,37,146,9,0
UTAH,Cache,13,0,9,0,4,409,74,316,19,0
UTAH,Davis,16,0,5,0,11,208,48,154,6,0
UTAH,Juab,1,0,0,0,1,63,14,43,6,0
UTAH,Morgan,2,0,1,0,1,44,7,35,2,1
UTAH,Salt Lake County Unified Police Department,694,5,112,169,408,10118,1667,7617,834,35
UTAH,Tooele,25,0,6,2,17,132,43,62,27,4
UTAH,Utah,19,0,3,0,16,288,48,230,10,2
UTAH,Washington,19,2,2,2,13,122,31,83,8,1
UTAH,Weber,40,0,6,5,29,923,179,698,46,7
UTAH,Beaver,11,0,0,0,11,37,12,22,3,0
UTAH,Carbon,7,0,2,0,5,181,43,129,9,0
UTAH,Daggett,0,0,0,0,0,28,13,15,0,0
UTAH,Duchesne,24,0,2,0,22,309,58,237,14,3
UTAH,Emery,8,0,2,0,6,184,52,121,11,2
UTAH,Grand,14,0,3,0,11,89,27,57,5,0
UTAH,Iron,38,0,5,1,32,154,43,97,14,3
UTAH,Millard,22,0,4,0,18,250,52,189,9,0
UTAH,Piute,0,0,0,0,0,26,4,18,4,0
UTAH,Rich,5,0,0,0,5,35,8,26,1,0
UTAH,San Juan,7,0,1,1,5,69,21,46,2,0
UTAH,Sanpete,15,0,10,0,5,253,36,202,15,0
UTAH,Sevier,20,0,3,0,17,214,37,154,23,1
UTAH,Summit,34,0,5,3,26,483,65,399,19,1
UTAH,Uintah,45,0,10,1,34,211,53,141,17,3
UTAH,Wasatch,10,0,0,0,10,141,21,114,6,0
UTAH,Wayne,1,0,0,0,1,15,3,12,0,1
VERMONT,Franklin,11,0,0,4,7,98,36,51,11,0
VERMONT,Grand Isle,4,0,0,0,4,76,32,41,3,0
VERMONT,Addison,0,0,0,0,0,0,0,0,0,0
VERMONT,Bennington,1,0,0,0,1,1,0,1,0,0
VERMONT,Essex,0,0,0,0,0,32,15,17,0,0
VERMONT,Lamoille,9,0,1,0,8,171,27,113,31,1
VERMONT,Orange,7,0,6,0,1,53,15,34,4,0
VERMONT,Orleans,0,0,0,0,0,41,23,18,0,0
VERMONT,Washington,0,0,0,0,0,0,0,0,0,0
VERMONT,Windham,1,0,0,0,1,13,4,9,0,0
VIRGINIA,Albemarle County Police Department,99,4,22,17,56,1469,232,1187,50,12
VIRGINIA,Amelia,24,0,1,0,23,145,34,99,12,1
VIRGINIA,Amherst,15,0,7,1,7,504,125,365,14,2
VIRGINIA,Appomattox,5,0,0,1,4,134,34,95,5,0
VIRGINIA,Arlington County Police Department,305,5,31,117,152,3855,286,3383,186,4
VIRGINIA,Augusta,86,2,7,2,75,847,131,676,40,3
VIRGINIA,Bedford,36,1,5,2,28,754,227,491,36,2
VIRGINIA,Botetourt,25,0,3,1,21,285,74,202,9,2
VIRGINIA,Buckingham,28,0,4,4,20,397,208,165,24,1
VIRGINIA,Campbell,60,2,13,8,37,768,163,568,37,2
VIRGINIA,Caroline,33,1,8,7,17,382,87,284,11,9
VIRGINIA,Charles City,4,0,0,0,4,8,1,7,0,0
VIRGINIA,Chesterfield County Police Department,394,10,52,149,183,6869,1669,4914,286,73
VIRGINIA,Clarke,16,0,1,0,15,139,40,94,5,3
VIRGINIA,Craig,5,0,0,0,5,7,1,6,0,0
VIRGINIA,Culpeper,25,0,5,1,19,308,67,216,25,1
VIRGINIA,Dinwiddie,49,2,7,6,34,421,111,278,32,3
VIRGINIA,Fairfax County Police Department,848,15,107,343,383,14501,1059,12643,799,70
VIRGINIA,Fauquier,30,2,8,4,16,558,100,420,38,10
VIRGINIA,Floyd,10,0,3,0,7,142,29,107,6,2
VIRGINIA,Fluvanna,16,0,3,0,13,205,56,142,7,4
VIRGINIA,Franklin,37,0,6,3,28,598,131,428,39,1
VIRGINIA,Frederick,82,2,26,11,43,1563,293,1180,90,2
VIRGINIA,Giles,7,0,3,0,4,128,29,93,6,0
VIRGINIA,Gloucester,32,2,8,6,16,664,103,550,11,3
VIRGINIA,Goochland,16,2,0,0,14,207,49,151,7,0
VIRGINIA,Greene,19,0,8,0,11,250,30,211,9,2
VIRGINIA,Hanover,83,5,6,17,55,975,99,827,49,3
VIRGINIA,Henrico County Police Department,545,14,20,225,286,7730,1173,6180,377,56
VIRGINIA,Isle of Wight,31,3,3,6,19,428,80,329,19,5
VIRGINIA,James City County Police Department,71,1,14,14,42,952,150,786,16,9
VIRGINIA,King William,12,0,0,0,12,95,21,67,7,0
VIRGINIA,Loudoun,216,1,48,34,133,2906,297,2483,126,29
VIRGINIA,Mathews,8,0,3,0,5,117,17,95,5,1
VIRGINIA,Montgomery,35,0,6,1,28,479,146,311,22,7
VIRGINIA,Nelson,15,0,1,1,13,250,74,164,12,1
VIRGINIA,New Kent,18,0,3,1,14,327,102,216,9,1
VIRGINIA,Powhatan,8,0,1,2,5,236,67,161,8,1
VIRGINIA,Prince George County Police Department,32,0,5,8,19,459,83,324,52,1
VIRGINIA,Prince William County Police Department,627,2,44,214,367,6809,927,5520,362,56
VIRGINIA,Pulaski,35,1,5,4,25,727,152,548,27,3
VIRGINIA,Rappahannock,6,0,3,0,3,18,3,15,0,0
VIRGINIA,Roanoke County Police Department,107,2,17,12,76,1267,292,927,48,1
VIRGINIA,Rockingham,52,0,11,4,37,384,131,235,18,0
VIRGINIA,Scott,16,0,6,2,8,323,89,220,14,3
VIRGINIA,Spotsylvania,265,2,36,61,166,2326,236,1934,156,11
VIRGINIA,Stafford,195,2,23,40,130,2264,228,1931,105,19
VIRGINIA,Sussex,14,1,1,5,7,132,36,84,12,3
VIRGINIA,Warren,18,0,7,1,10,378,49,314,15,0
VIRGINIA,Washington,40,0,12,1,27,929,203,670,56,4
VIRGINIA,York,83,0,2,16,65,1337,127,1184,26,12
VIRGINIA,Accomack,43,2,5,11,25,489,159,318,12,2
VIRGINIA,Alleghany,11,1,1,1,8,150,46,102,2,3
VIRGINIA,Bath,1,0,0,1,0,25,7,18,0,0
VIRGINIA,Bland,1,0,0,1,0,63,17,46,0,0
VIRGINIA,Brunswick,9,0,1,2,6,113,49,52,12,1
VIRGINIA,Buchanan,33,1,2,3,27,429,113,295,21,2
VIRGINIA,Carroll,19,0,4,1,14,383,82,279,22,3
VIRGINIA,Charlotte,21,1,4,3,13,132,46,85,1,2
VIRGINIA,Cumberland,19,0,0,0,19,71,20,38,13,1
VIRGINIA,Dickenson,7,1,0,0,6,140,9,119,12,0
VIRGINIA,Essex,17,0,1,0,16,88,38,45,5,0
VIRGINIA,Grayson,14,1,2,1,10,167,35,116,16,6
VIRGINIA,Greensville,14,0,1,0,13,119,35,78,6,1
VIRGINIA,Halifax,30,0,3,3,24,470,147,301,22,3
VIRGINIA,Henry,187,5,8,27,147,1259,378,809,72,6
VIRGINIA,Highland,1,0,0,0,1,5,3,2,0,0
VIRGINIA,King and Queen,7,0,1,0,6,25,13,9,3,1
VIRGINIA,King George,23,0,5,3,15,348,57,278,13,2
VIRGINIA,Lancaster,6,0,4,1,1,102,18,79,5,2
VIRGINIA,Lee,30,1,1,9,19,329,95,233,1,1
VIRGINIA,Louisa,39,1,7,1,30,423,71,325,27,5
VIRGINIA,Lunenburg,17,0,1,0,16,91,40,42,9,1
VIRGINIA,Madison,11,1,4,1,5,150,17,131,2,3
VIRGINIA,Mecklenburg,33,0,8,4,21,414,188,211,15,13
VIRGINIA,Middlesex,7,0,4,0,3,62,22,37,3,0
VIRGINIA,Northampton,12,0,2,4,6,165,57,97,11,0
VIRGINIA,Northumberland,11,1,2,0,8,56,7,47,2,1
VIRGINIA,Nottoway,4,0,0,0,4,111,20,88,3,1
VIRGINIA,Orange,23,1,5,2,15,227,41,179,7,0
VIRGINIA,Page,20,2,3,4,11,221,62,153,6,11
VIRGINIA,Patrick,23,0,3,5,15,310,66,216,28,1
VIRGINIA,Pittsylvania,30,1,6,8,15,574,205,339,30,6
VIRGINIA,Prince Edward,15,0,5,3,7,88,47,37,4,0
VIRGINIA,Richmond,1,0,0,0,1,46,7,26,13,1
VIRGINIA,Rockbridge,20,0,1,3,16,308,97,199,12,4
VIRGINIA,Russell,49,0,6,1,42,308,113,186,9,4
VIRGINIA,Shenandoah,29,0,2,4,23,396,146,243,7,2
VIRGINIA,Smyth,18,2,1,2,13,372,77,283,12,14
VIRGINIA,Southampton,27,0,3,4,20,337,91,213,33,2
VIRGINIA,Surry,21,1,0,3,17,70,30,34,6,1
VIRGINIA,Tazewell,39,0,10,3,26,589,158,405,26,2
VIRGINIA,Westmoreland,11,0,1,0,10,179,37,136,6,5
VIRGINIA,Wise,34,4,6,6,18,409,140,246,23,2
VIRGINIA,Wythe,15,0,2,1,12,92,15,74,3,0
WASHINGTON,Asotin,27,0,4,1,22,208,52,141,15,0
WASHINGTON,Benton,67,0,8,5,54,527,159,332,36,4
WASHINGTON,Chelan,37,1,6,6,24,620,194,397,29,0
WASHINGTON,Clark,283,2,46,51,184,3987,1155,2297,535,31
WASHINGTON,Columbia,7,1,2,0,4,165,47,116,2,0
WASHINGTON,Cowlitz,84,3,35,1,45,537,186,309,42,8
WASHINGTON,Douglas,20,0,4,3,13,464,184,257,23,3
WASHINGTON,Franklin,19,0,5,2,12,239,84,137,18,0
WASHINGTON,King,405,7,64,127,207,5555,2436,2525,594,59
WASHINGTON,Kitsap,338,2,54,47,235,4317,1287,2711,319,17
WASHINGTON,Pend Oreille,19,3,3,1,12,477,161,282,34,0
WASHINGTON,Pierce,1000,17,102,198,683,9990,3663,5233,1094,46
WASHINGTON,Skagit,95,1,12,8,74,1382,538,774,70,11
WASHINGTON,Skamania,13,0,6,0,7,114,37,71,6,0
WASHINGTON,Spokane,147,4,19,36,88,3985,1248,2407,330,19
WASHINGTON,Stevens,26,0,4,0,22,610,268,292,50,1
WASHINGTON,Thurston,258,1,30,24,203,2832,1174,1457,201,21
WASHINGTON,Walla Walla,17,0,1,3,13,443,144,281,18,3
WASHINGTON,Whatcom,158,1,35,7,115,1130,412,648,70,11
WASHINGTON,Yakima,125,4,11,25,85,1992,876,854,262,33
WASHINGTON,Adams,19,0,7,2,10,261,84,147,30,2
WASHINGTON,Clallam,72,4,9,11,48,880,302,543,35,2
WASHINGTON,Ferry,10,0,1,0,9,29,9,19,1,1
WASHINGTON,Garfield,7,0,1,0,6,53,16,35,2,1
WASHINGTON,Grant,109,3,19,13,74,1266,357,787,122,10
WASHINGTON,Island,72,1,15,2,54,778,326,421,31,4
WASHINGTON,Jefferson,43,0,8,1,34,429,143,257,29,4
WASHINGTON,Kittitas,8,0,2,0,6,258,92,142,24,2
WASHINGTON,Lewis,47,1,5,1,40,696,296,354,46,3
WASHINGTON,Lincoln,9,0,0,0,9,153,45,97,11,2
WASHINGTON,Mason,102,4,10,11,77,1687,718,782,187,6
WASHINGTON,Okanogan,43,0,6,3,34,418,173,207,38,3
WASHINGTON,San Juan,13,0,4,0,9,216,73,132,11,0
WASHINGTON,Wahkiakum,3,0,0,0,3,2,1,0,1,0
WASHINGTON,Whitman,6,1,2,0,3,102,30,64,8,2
WEST VIRGINIA,Berkeley,81,1,10,23,47,1322,363,905,54,8
WEST VIRGINIA,Boone,19,0,1,0,18,92,34,53,5,1
WEST VIRGINIA,Brooke,5,0,2,0,3,88,42,34,12,0
WEST VIRGINIA,Fayette,71,5,2,13,51,472,201,237,34,4
WEST VIRGINIA,Hampshire,87,0,2,1,84,102,50,49,3,1
WEST VIRGINIA,Hancock,2,0,0,0,2,7,2,5,0,0
WEST VIRGINIA,Jefferson,28,0,0,5,23,390,22,361,7,1
WEST VIRGINIA,Marshall,27,0,1,0,26,177,53,115,9,1
WEST VIRGINIA,Mineral,27,0,1,4,22,53,11,41,1,0
WEST VIRGINIA,Preston,53,0,3,1,49,161,48,100,13,1
WEST VIRGINIA,Raleigh,144,3,15,42,84,1215,573,569,73,5
WEST VIRGINIA,Wirt,23,0,1,0,22,48,14,26,8,2
WEST VIRGINIA,Braxton,9,0,0,1,8,46,8,38,0,0
WEST VIRGINIA,Grant,5,0,1,0,4,13,8,5,0,0
WEST VIRGINIA,Greenbrier,6,0,2,0,4,94,23,63,8,2
WEST VIRGINIA,Hardy,3,0,0,0,3,22,11,10,1,1
WEST VIRGINIA,Harrison,46,0,0,2,44,313,94,197,22,5
WEST VIRGINIA,Jackson,1,0,0,0,1,42,4,30,8,1
WEST VIRGINIA,Lewis,3,0,0,0,3,30,5,25,0,0
WEST VIRGINIA,Logan,43,3,1,0,39,39,10,23,6,1
WEST VIRGINIA,Mason,9,1,1,1,6,137,0,123,14,0
WEST VIRGINIA,McDowell,13,0,0,3,10,74,24,46,4,1
WEST VIRGINIA,Mercer,60,1,2,9,48,488,241,204,43,3
WEST VIRGINIA,Mingo,3,0,0,0,3,2,1,1,0,0
WEST VIRGINIA,Monroe,15,0,1,2,12,88,19,66,3,0
WEST VIRGINIA,Morgan,9,0,1,0,8,100,37,55,8,0
WEST VIRGINIA,Nicholas,154,0,5,2,147,200,58,131,11,7
WEST VIRGINIA,Pleasants,0,0,0,0,0,2,0,2,0,0
WEST VIRGINIA,Randolph,30,1,0,1,28,59,10,48,1,0
WEST VIRGINIA,Ritchie,7,0,0,1,6,39,10,28,1,2
WEST VIRGINIA,Roane,15,0,2,0,13,55,0,48,7,0
WEST VIRGINIA,Summers,3,0,0,0,3,25,11,14,0,0
WEST VIRGINIA,Taylor,2,0,0,0,2,11,4,6,1,0
WEST VIRGINIA,Tucker,7,0,0,0,7,10,2,7,1,0
WEST VIRGINIA,Tyler,5,0,0,0,5,77,23,54,0,1
WEST VIRGINIA,Upshur,3,0,0,1,2,78,22,54,2,0
WEST VIRGINIA,Wyoming,38,1,2,5,30,275,106,151,18,2
WISCONSIN,Brown,115,1,11,7,96,765,202,539,24,0
WISCONSIN,Calumet,15,0,3,2,10,150,38,101,11,0
WISCONSIN,Chippewa,21,0,9,0,12,381,132,237,12,3
WISCONSIN,Columbia,33,0,11,0,22,377,137,226,14,2
WISCONSIN,Dane,33,3,11,3,16,843,220,592,31,3
WISCONSIN,Douglas,12,0,2,0,10,316,138,158,20,1
WISCONSIN,Eau Claire,19,0,5,3,11,275,114,159,2,0
WISCONSIN,Fond du Lac,22,0,4,1,17,316,101,203,12,0
WISCONSIN,Green,6,0,1,0,5,197,53,121,23,0
WISCONSIN,Iowa,32,4,8,2,18,115,32,72,11,1
WISCONSIN,Kenosha,39,1,8,8,22,685,142,508,35,5
WISCONSIN,Kewaunee,1,0,0,0,1,76,18,55,3,1
WISCONSIN,La Crosse,14,0,1,1,12,228,59,160,9,0
WISCONSIN,Milwaukee,184,0,1,47,136,421,67,312,42,0
WISCONSIN,Oconto,2,0,0,2,0,488,197,269,22,10
WISCONSIN,Outagamie,39,0,5,1,33,336,73,251,12,1
WISCONSIN,Ozaukee,6,0,1,0,5,133,41,89,3,0
WISCONSIN,Pierce,24,0,1,0,23,205,82,116,7,0
WISCONSIN,Racine,18,1,3,1,13,509,95,387,27,
WISCONSIN,Rock,34,0,14,3,17,454,152,281,21,3
WISCONSIN,Sheboygan,13,0,2,1,10,495,101,373,21,1
WISCONSIN,St. Croix,30,2,3,1,24,400,101,270,29,2
WISCONSIN,Washington,62,1,5,1,55,611,167,432,12,4
WISCONSIN,Waukesha,41,0,1,5,35,637,166,443,28,0
WISCONSIN,Winnebago,25,0,0,0,25,318,112,187,19,0
WISCONSIN,Adams,19,0,6,6,7,450,185,249,16,0
WISCONSIN,Ashland,22,0,0,0,22,48,22,25,1,0
WISCONSIN,Barron,2,0,0,1,1,213,100,101,12,0
WISCONSIN,Bayfield,13,0,1,0,12,229,126,100,3,1
WISCONSIN,Buffalo,0,0,0,0,0,29,9,18,2,0
WISCONSIN,Burnett,32,0,2,2,28,344,134,172,38,2
WISCONSIN,Clark,98,0,0,1,97,195,66,112,17,4
WISCONSIN,Dodge,27,0,6,2,19,299,80,204,15,4
WISCONSIN,Door,11,1,1,0,9,166,28,134,4,0
WISCONSIN,Dunn,51,0,6,1,44,202,55,133,14,1
WISCONSIN,Florence,11,0,0,0,11,107,43,61,3,0
WISCONSIN,Forest,6,0,3,1,2,169,41,120,8,0
WISCONSIN,Grant,28,0,5,0,23,290,97,173,20,3
WISCONSIN,Green Lake,6,0,2,0,4,111,21,83,7,0
WISCONSIN,Iron,3,0,0,0,3,60,18,42,0,0
WISCONSIN,Jackson,10,0,5,3,2,175,51,114,10,0
WISCONSIN,Jefferson,31,0,2,1,28,436,116,306,14,5
WISCONSIN,Juneau,29,0,5,0,24,283,82,193,8,0
WISCONSIN,Lafayette,3,0,1,0,2,159,27,119,13,1
WISCONSIN,Lincoln,10,0,3,0,7,192,91,94,7,1
WISCONSIN,Manitowoc,24,0,2,1,21,204,60,131,13,1
WISCONSIN,Marinette,10,1,6,1,2,549,366,158,25,7
WISCONSIN,Marquette,3,0,0,0,3,145,40,90,15,5
